,Ind_ID,GENDER,Car_Owner,Property_Owner,CHILDREN,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,Age_Years,Employed_Years,Mobile_phone,Work_Phone,Phone,EMAIL_ID,Type_Occupation,Family_Members,label
362,5028572,F,N,Y,0,112500.0,Pensioner,Higher education,Married,House / apartment,60.0,0.0,1,0,0,0,,2,Yes
363,5022373,F,N,Y,1,234000.0,Working,Secondary / secondary special,Single / not married,House / apartment,57.0,22.0,1,0,0,0,Core staff,2,Yes
364,5149040,F,N,Y,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,54.0,10.0,1,0,0,0,Laborers,2,Yes
365,5113291,F,Y,Y,2,121500.0,Working,Incomplete higher,Married,House / apartment,31.0,0.0,1,1,1,0,Core staff,4,Yes
366,5139951,F,Y,Y,0,121500.0,State servant,Secondary / secondary special,Married,House / apartment,55.0,9.0,1,1,0,0,,2,Yes
367,5028697,M,Y,N,1,270000.0,Working,Higher education,Married,Rented apartment,30.0,1.0,1,0,1,0,Laborers,3,Yes
368,5148527,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,64.0,0.0,1,0,0,0,,2,Yes
369,5009443,F,N,N,0,90000.0,State servant,Secondary / secondary special,Married,House / apartment,26.0,5.0,1,0,1,0,,2,Yes
370,5096621,F,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,40.0,4.0,1,0,1,0,Laborers,3,Yes
371,5149150,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,30.0,10.0,1,1,0,0,Laborers,2,Yes
372,5118448,F,N,N,1,76500.0,Working,Secondary / secondary special,Married,House / apartment,28.0,2.0,1,1,0,0,Sales staff,3,Yes
373,5116818,M,N,Y,0,85500.0,State servant,Secondary / secondary special,Separated,Co-op apartment,45.0,24.0,1,1,1,0,Core staff,1,Yes
374,5022833,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,47.0,4.0,1,0,0,0,Core staff,2,Yes
375,5086006,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,59.0,0.0,1,0,0,0,,1,Yes
376,5010397,F,Y,Y,1,225000.0,Working,Higher education,Married,House / apartment,39.0,4.0,1,1,1,0,High skill tech staff,3,Yes
377,5047789,F,Y,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,29.0,3.0,1,0,0,0,,2,Yes
378,5105657,F,Y,Y,2,540000.0,Working,Higher education,Single / not married,House / apartment,39.0,1.0,1,0,1,1,,3,Yes
379,5150047,F,N,Y,0,283500.0,Working,Secondary / secondary special,Married,House / apartment,49.0,2.0,1,0,0,0,Sales staff,2,Yes
380,5035791,F,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,60.0,0.0,1,0,0,0,,1,Yes
381,5021682,M,N,Y,0,,Commercial associate,Secondary / secondary special,Separated,House / apartment,51.0,10.0,1,0,0,0,Cleaning staff,1,Yes
382,5088699,F,Y,Y,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,48.0,3.0,1,0,0,0,Medicine staff,2,Yes
383,5115797,F,N,Y,1,135000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,40.0,20.0,1,0,0,0,Laborers,2,Yes
384,5023460,F,Y,Y,0,315000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,58.0,0.0,1,0,0,0,,1,Yes
385,5096466,M,Y,N,1,450000.0,Working,Higher education,Married,House / apartment,53.0,15.0,1,1,0,0,Managers,3,Yes
386,5146472,F,Y,Y,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,39.0,10.0,1,0,0,0,Sales staff,2,Yes
387,5024527,F,N,Y,0,270000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,57.0,0.0,1,0,1,0,,1,Yes
388,5095193,M,Y,Y,1,495000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,,3.0,1,0,1,0,Managers,3,Yes
389,5068156,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,54.0,9.0,1,0,0,0,,2,Yes
390,5117756,M,Y,N,0,306000.0,Working,Secondary / secondary special,Married,House / apartment,44.0,5.0,1,0,0,0,Managers,2,Yes
391,5066507,F,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,48.0,21.0,1,0,1,0,Private service staff,1,Yes
392,5143164,F,N,N,2,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,38.0,4.0,1,1,0,0,Accountants,4,Yes
393,5088834,F,N,Y,0,612000.0,State servant,Secondary / secondary special,Married,House / apartment,34.0,10.0,1,0,0,1,Accountants,2,Yes
394,5135841,F,N,Y,1,36000.0,Working,Secondary / secondary special,Married,House / apartment,34.0,3.0,1,0,1,0,Core staff,3,Yes
395,5023059,M,Y,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,31.0,1.0,1,0,0,0,Laborers,3,Yes
396,5125325,M,Y,N,0,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,57.0,7.0,1,0,0,0,,2,Yes
397,5135574,F,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,32.0,3.0,1,0,0,0,Medicine staff,2,Yes
398,5009053,F,N,Y,2,202500.0,Working,Higher education,Married,House / apartment,30.0,6.0,1,0,0,1,Core staff,4,Yes
399,5028292,F,N,Y,0,292500.0,Working,Higher education,Separated,House / apartment,54.0,35.0,1,0,1,0,Core staff,1,Yes
400,5029108,M,Y,N,1,315000.0,State servant,Secondary / secondary special,Married,House / apartment,36.0,10.0,1,0,0,1,High skill tech staff,3,Yes
401,5091400,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,With parents,34.0,2.0,1,0,0,0,,2,Yes
402,5050768,F,N,N,2,337500.0,Working,Secondary / secondary special,Married,House / apartment,30.0,6.0,1,0,0,0,Core staff,4,Yes
403,5113420,F,N,N,1,157500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,35.0,15.0,1,0,0,0,Core staff,2,Yes
404,5113132,F,Y,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,52.0,10.0,1,0,0,0,Sales staff,2,Yes
405,5062670,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,41.0,12.0,1,0,0,0,Managers,3,Yes
406,5029352,M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,30.0,1.0,1,0,0,0,Drivers,2,Yes
407,5105067,M,N,Y,0,157500.0,Working,Incomplete higher,Married,House / apartment,37.0,1.0,1,1,1,0,,2,Yes
408,5143573,M,Y,N,0,157500.0,Working,Incomplete higher,Married,With parents,25.0,3.0,1,1,0,0,Drivers,2,Yes
409,5045203,F,Y,Y,0,139500.0,Pensioner,Secondary / secondary special,Married,House / apartment,58.0,0.0,1,0,0,0,,2,Yes
410,5065673,F,N,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,32.0,13.0,1,0,0,0,,1,Yes
411,5029544,F,Y,Y,1,133650.0,Commercial associate,Secondary / secondary special,Married,House / apartment,40.0,5.0,1,0,0,0,,3,Yes
412,5045800,M,Y,Y,1,427500.0,Working,Secondary / secondary special,Married,House / apartment,33.0,7.0,1,0,1,0,Drivers,3,Yes
413,5111159,F,Y,Y,1,81000.0,Working,Higher education,Married,House / apartment,29.0,4.0,1,1,1,0,Core staff,3,Yes
414,5099957,F,Y,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,31.0,1.0,1,0,0,0,Accountants,3,Yes
415,5143360,F,N,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,62.0,6.0,1,1,1,0,High skill tech staff,2,Yes
416,5091753,M,Y,N,2,135000.0,Working,Higher education,Married,House / apartment,35.0,4.0,1,0,0,0,Core staff,4,Yes
417,5117403,F,N,N,0,94500.0,Working,Secondary / secondary special,Married,House / apartment,46.0,4.0,1,0,0,0,Waiters/barmen staff,2,Yes
418,5149319,F,Y,Y,1,180000.0,Working,Higher education,Separated,House / apartment,52.0,16.0,1,0,0,0,Managers,2,Yes
419,5137542,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,52.0,9.0,1,1,0,0,Cooking staff,2,Yes
420,5095170,M,Y,Y,0,252000.0,Commercial associate,Higher education,Married,House / apartment,38.0,7.0,1,0,0,0,Drivers,2,Yes
421,5090780,F,N,N,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,33.0,9.0,1,0,0,0,Managers,3,Yes
422,5092242,F,N,N,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,57.0,6.0,1,0,0,0,,2,Yes
423,5068671,M,N,Y,0,247500.0,Working,Incomplete higher,Married,House / apartment,25.0,1.0,1,0,0,0,Core staff,2,Yes
424,5143427,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,64.0,0.0,1,0,0,0,,1,Yes
425,5087994,M,Y,Y,1,180000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,43.0,18.0,1,0,0,0,,3,Yes
426,5052739,F,N,Y,2,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,29.0,1.0,1,0,0,1,High skill tech staff,4,Yes
427,5068747,F,N,N,0,157500.0,Working,Higher education,Civil marriage,With parents,36.0,1.0,1,0,0,0,Accountants,2,Yes
428,5025029,F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,55.0,0.0,1,0,0,0,,2,Yes
429,5149353,M,Y,Y,0,,Commercial associate,Higher education,Married,House / apartment,33.0,9.0,1,0,0,0,Accountants,2,Yes
430,5022571,M,Y,Y,0,202500.0,Pensioner,Higher education,Married,House / apartment,60.0,0.0,1,0,0,0,,2,Yes
431,5024578,F,N,N,1,90000.0,Working,Secondary / secondary special,Married,With parents,28.0,4.0,1,0,0,0,Laborers,3,Yes
432,5058405,M,Y,Y,0,247500.0,Working,Higher education,Married,House / apartment,35.0,7.0,1,0,0,0,Managers,2,Yes
433,5041869,M,Y,N,0,99000.0,State servant,Secondary / secondary special,Married,House / apartment,53.0,1.0,1,1,1,0,Core staff,2,Yes
434,5115894,M,Y,N,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,48.0,4.0,1,0,0,0,Drivers,2,Yes
435,5062749,M,Y,N,1,202500.0,State servant,Higher education,Married,House / apartment,37.0,7.0,1,0,0,0,,3,Yes
436,5045611,F,N,Y,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,32.0,2.0,1,0,0,0,,4,Yes
437,5113288,F,Y,Y,2,121500.0,Working,Incomplete higher,Married,House / apartment,31.0,0.0,1,1,1,0,Core staff,4,Yes
438,5053003,F,Y,Y,0,157500.0,Working,Incomplete higher,Married,House / apartment,26.0,4.0,1,1,1,0,,2,Yes
439,5118038,F,N,N,2,121500.0,Working,Higher education,Married,House / apartment,32.0,2.0,1,0,0,0,HR staff,4,Yes
440,5091405,F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,48.0,5.0,1,1,0,0,Laborers,1,Yes
441,5137022,F,N,N,0,180000.0,State servant,Secondary / secondary special,Widow,House / apartment,50.0,1.0,1,1,1,0,Laborers,1,Yes
442,5117594,F,N,N,0,144000.0,Working,Secondary / secondary special,Single / not married,House / apartment,46.0,20.0,1,1,1,0,Core staff,1,Yes
443,5085704,M,Y,Y,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,53.0,0.0,1,0,0,0,,2,Yes
444,5137292,M,Y,N,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,42.0,20.0,1,1,1,0,High skill tech staff,3,Yes
445,5038751,M,Y,Y,2,157500.0,Commercial associate,Higher education,Married,With parents,39.0,2.0,1,0,0,0,Drivers,4,Yes
446,5099900,M,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,56.0,19.0,1,0,0,0,Laborers,2,Yes
447,5116676,M,Y,Y,3,270000.0,Working,Secondary / secondary special,Married,House / apartment,37.0,1.0,1,1,0,0,Laborers,5,Yes
448,5061321,F,Y,Y,1,261000.0,State servant,Higher education,Married,House / apartment,41.0,4.0,1,0,0,0,Managers,3,Yes
449,5139410,F,Y,Y,2,135000.0,State servant,Secondary / secondary special,Married,House / apartment,40.0,17.0,1,1,0,0,Core staff,4,Yes
450,5048486,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,36.0,2.0,1,1,1,0,Drivers,2,Yes
451,5139658,F,N,Y,0,157500.0,Pensioner,Lower secondary,Married,House / apartment,64.0,0.0,1,0,0,0,,2,Yes
452,5091280,M,N,Y,1,103500.0,Working,Secondary / secondary special,Married,House / apartment,32.0,2.0,1,1,0,0,Laborers,3,Yes
453,5023186,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,47.0,7.0,1,0,1,0,Core staff,2,Yes
454,5054307,M,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,28.0,2.0,1,0,0,0,Laborers,3,Yes
455,5116879,F,N,N,0,112500.0,Working,Higher education,Single / not married,With parents,30.0,0.0,1,1,1,0,High skill tech staff,1,Yes
456,5050453,M,N,Y,1,231750.0,Working,Secondary / secondary special,Married,House / apartment,39.0,0.0,1,0,0,0,,3,Yes
457,5022804,F,Y,Y,0,202500.0,Working,Higher education,Widow,House / apartment,33.0,4.0,1,0,0,0,Managers,1,Yes
458,5091374,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,42.0,3.0,1,1,1,0,Drivers,2,Yes
459,5135484,F,N,Y,0,135000.0,State servant,Higher education,Single / not married,Municipal apartment,29.0,5.0,1,0,0,0,Core staff,1,Yes
460,5054188,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,31.0,1.0,1,0,1,0,Sales staff,2,Yes
461,5054626,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,60.0,0.0,1,0,0,0,,1,Yes
462,5068548,M,Y,Y,0,117000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,53.0,3.0,1,0,0,0,Laborers,2,Yes
463,5053472,M,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,51.0,6.0,1,1,1,0,Low-skill Laborers,2,Yes
464,5105395,F,N,Y,0,135000.0,Working,Incomplete higher,Single / not married,House / apartment,30.0,2.0,1,0,0,0,Secretaries,1,Yes
465,5029554,F,N,Y,0,103500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,65.0,0.0,1,0,0,0,,1,Yes
466,5089722,F,N,N,0,315000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,48.0,9.0,1,1,1,1,Private service staff,1,Yes
467,5066562,F,N,N,0,180000.0,Commercial associate,Incomplete higher,Married,With parents,23.0,1.0,1,1,0,1,Sales staff,2,Yes
468,5062547,F,N,Y,3,247500.0,Commercial associate,Incomplete higher,Married,House / apartment,33.0,6.0,1,0,0,1,,5,Yes
469,5010203,M,Y,Y,0,135000.0,Working,Lower secondary,Married,With parents,27.0,5.0,1,0,0,1,Laborers,2,Yes
470,5024665,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,40.0,13.0,1,1,1,0,Laborers,2,Yes
471,5089626,F,N,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,44.0,1.0,1,1,1,1,Sales staff,2,Yes
472,5021373,F,N,Y,0,247500.0,Working,Higher education,Married,House / apartment,61.0,2.0,1,0,0,1,Managers,2,Yes
473,5054699,M,Y,Y,0,157500.0,Working,Higher education,Married,House / apartment,,19.0,1,0,0,0,Laborers,2,Yes
474,5051180,M,Y,N,1,,Working,Secondary / secondary special,Married,House / apartment,36.0,5.0,1,0,1,0,Laborers,3,Yes
475,5143515,F,N,Y,0,247500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,64.0,0.0,1,0,0,0,,1,Yes
476,5018461,F,N,Y,1,166500.0,Working,Secondary / secondary special,Married,House / apartment,55.0,22.0,1,0,1,0,,3,Yes
477,5096300,F,N,N,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,26.0,6.0,1,0,0,0,High skill tech staff,3,Yes
478,5148897,M,N,Y,0,90900.0,Pensioner,Secondary / secondary special,Married,House / apartment,61.0,0.0,1,0,1,0,,2,Yes
479,5025047,F,Y,N,3,112500.0,Working,Secondary / secondary special,Married,House / apartment,32.0,10.0,1,1,1,0,,5,Yes
480,5092164,F,Y,Y,0,45900.0,Pensioner,Secondary / secondary special,Widow,House / apartment,56.0,0.0,1,0,1,0,,1,Yes
481,5053143,M,N,Y,1,126000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,34.0,0.0,1,0,1,0,,3,Yes
482,5038510,F,N,Y,0,103500.0,Working,Incomplete higher,Married,House / apartment,32.0,13.0,1,0,0,0,Laborers,2,Yes
483,5023482,F,N,Y,1,119250.0,Working,Secondary / secondary special,Married,House / apartment,44.0,12.0,1,1,1,0,Core staff,3,Yes
484,5054099,M,Y,N,2,202500.0,Working,Higher education,Married,House / apartment,32.0,2.0,1,0,0,0,Drivers,4,Yes
485,5062713,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,40.0,10.0,1,0,0,0,Core staff,3,Yes
486,5088851,F,Y,Y,0,112500.0,Working,Higher education,Married,House / apartment,31.0,6.0,1,0,0,1,Accountants,2,Yes
487,5111117,F,N,Y,1,315000.0,Working,Higher education,Married,House / apartment,32.0,4.0,1,0,0,0,Managers,3,Yes
488,5118115,M,N,N,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,37.0,15.0,1,1,1,0,Drivers,3,Yes
489,5024258,M,N,Y,0,162000.0,Working,Secondary / secondary special,Single / not married,House / apartment,31.0,2.0,1,0,0,0,Security staff,1,Yes
490,5113976,M,Y,N,0,270000.0,Working,Incomplete higher,Married,House / apartment,33.0,2.0,1,1,1,1,Laborers,2,Yes
491,5099907,F,N,Y,2,112500.0,Working,Incomplete higher,Married,House / apartment,30.0,5.0,1,0,0,0,Core staff,4,Yes
492,5092332,F,N,Y,0,58500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,68.0,0.0,1,0,1,0,,1,Yes
493,5038932,F,N,Y,0,94500.0,Commercial associate,Higher education,Separated,House / apartment,40.0,17.0,1,0,1,0,Medicine staff,1,Yes
494,5078924,M,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,44.0,3.0,1,0,1,0,Laborers,2,Yes
495,5068390,F,Y,Y,1,270000.0,Working,Higher education,Separated,House / apartment,38.0,0.0,1,0,1,1,Sales staff,2,Yes
496,5046036,F,Y,Y,0,99000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,59.0,0.0,1,0,0,0,,2,Yes
497,5033788,F,N,Y,1,315000.0,Working,Higher education,Separated,House / apartment,43.0,13.0,1,1,1,0,Private service staff,2,Yes
498,5010781,F,Y,Y,1,157500.0,Commercial associate,Higher education,Married,House / apartment,40.0,6.0,1,0,0,1,Core staff,3,Yes
499,5022761,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,27.0,4.0,1,0,0,1,Sales staff,2,Yes
500,5041980,F,N,N,0,211500.0,Commercial associate,Higher education,Married,With parents,40.0,13.0,1,1,1,0,Laborers,2,Yes
501,5113854,M,N,N,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,42.0,23.0,1,1,0,0,Laborers,1,Yes
502,5126612,F,Y,N,0,180000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,56.0,0.0,1,0,1,0,,1,Yes
503,5132264,F,N,N,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,,6.0,1,0,1,0,Laborers,2,Yes
504,5142136,F,N,N,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,47.0,14.0,1,0,0,0,Medicine staff,4,Yes
505,5088163,F,N,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,35.0,3.0,1,0,0,0,Core staff,1,Yes
506,5146086,M,N,N,0,148500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,39.0,3.0,1,0,0,1,Laborers,1,Yes
507,5139553,F,Y,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,37.0,17.0,1,0,1,0,Medicine staff,4,Yes
508,5041474,F,N,Y,0,90000.0,Commercial associate,Higher education,Married,House / apartment,25.0,2.0,1,0,0,1,Sales staff,2,Yes
509,5025020,F,N,Y,0,148500.0,Pensioner,Secondary / secondary special,Married,House / apartment,59.0,0.0,1,0,0,0,,2,Yes
510,5118270,F,N,N,0,99000.0,Working,Secondary / secondary special,Married,With parents,54.0,15.0,1,1,0,0,Medicine staff,2,Yes
511,5095324,F,N,Y,0,315000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,63.0,0.0,1,0,1,0,,1,Yes
512,5142290,F,N,Y,1,162000.0,State servant,Higher education,Civil marriage,House / apartment,41.0,0.0,1,0,0,0,Accountants,3,Yes
513,5148792,F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,48.0,15.0,1,0,0,0,Managers,1,Yes
514,5062031,F,Y,Y,0,225000.0,Working,Higher education,Single / not married,House / apartment,27.0,2.0,1,0,1,1,,1,Yes
515,5088836,F,N,Y,0,612000.0,State servant,Secondary / secondary special,Married,House / apartment,34.0,10.0,1,0,0,1,Accountants,2,Yes
516,5035418,F,N,Y,0,292500.0,Working,Higher education,Married,House / apartment,58.0,13.0,1,0,0,0,Core staff,2,Yes
517,5089896,F,N,Y,0,67500.0,Pensioner,Higher education,Single / not married,Municipal apartment,65.0,0.0,1,0,0,1,,1,Yes
518,5137407,F,N,N,0,157500.0,Working,Higher education,Separated,House / apartment,47.0,8.0,1,0,0,0,Medicine staff,1,Yes
519,5086060,F,N,Y,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,56.0,26.0,1,0,1,0,Core staff,2,Yes
520,5095117,F,N,Y,0,67500.0,Working,Higher education,Married,House / apartment,39.0,4.0,1,0,0,0,Core staff,2,Yes
521,5067419,F,N,Y,0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,64.0,0.0,1,0,0,0,,2,Yes
522,5041307,F,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.0,0.0,1,0,1,0,,2,Yes
523,5146401,F,N,Y,0,112500.0,Working,Secondary / secondary special,Separated,House / apartment,54.0,6.0,1,1,0,0,Cleaning staff,1,Yes
524,5105137,F,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,27.0,3.0,1,0,0,0,Laborers,1,Yes
525,5053388,F,N,Y,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,45.0,27.0,1,0,0,1,Managers,2,Yes
526,5146467,M,Y,N,0,360000.0,State servant,Higher education,Married,House / apartment,27.0,5.0,1,0,0,0,,2,Yes
527,5113082,F,N,Y,1,112500.0,Working,Higher education,Single / not married,House / apartment,42.0,3.0,1,0,0,0,Core staff,2,Yes
528,5052755,M,N,Y,0,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,29.0,3.0,1,0,0,0,Managers,2,Yes
529,5092436,F,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,55.0,0.0,1,0,1,0,,2,Yes
530,5022243,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,42.0,23.0,1,0,0,1,High skill tech staff,2,Yes
531,5113020,M,Y,Y,0,202500.0,State servant,Secondary / secondary special,Married,House / apartment,40.0,6.0,1,0,0,0,Core staff,2,Yes
532,5058267,M,N,N,1,225000.0,Commercial associate,Secondary / secondary special,Married,With parents,49.0,5.0,1,0,0,0,Drivers,3,Yes
533,5037247,M,Y,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,33.0,3.0,1,0,0,0,Laborers,4,Yes
534,5100461,M,Y,Y,1,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,34.0,7.0,1,0,0,0,High skill tech staff,3,Yes
535,5096753,M,Y,N,0,328500.0,Working,Higher education,Married,House / apartment,41.0,7.0,1,1,1,0,,2,Yes
536,5091778,M,N,Y,2,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,30.0,3.0,1,1,0,0,Laborers,4,Yes
537,5038569,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,55.0,1.0,1,0,1,0,Laborers,2,Yes
538,5069169,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,28.0,3.0,1,0,0,1,Sales staff,2,Yes
539,5065820,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,,6.0,1,0,0,0,Laborers,3,Yes
540,5091048,F,N,Y,2,270000.0,Commercial associate,Higher education,Married,House / apartment,42.0,6.0,1,0,0,1,Secretaries,4,Yes
541,5097134,M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,31.0,7.0,1,1,1,0,Drivers,2,Yes
542,5097106,F,N,Y,0,193500.0,Working,Secondary / secondary special,Married,House / apartment,58.0,31.0,1,0,1,0,,2,Yes
543,5099877,F,Y,Y,0,103500.0,Pensioner,Secondary / secondary special,Married,House / apartment,59.0,0.0,1,0,1,0,,2,Yes
544,5033884,M,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,55.0,3.0,1,1,1,0,Core staff,2,Yes
545,5097024,M,Y,N,0,198000.0,Commercial associate,Higher education,Married,House / apartment,37.0,8.0,1,0,0,0,Managers,2,Yes
546,5010412,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,60.0,0.0,1,0,0,0,,2,Yes
547,5091144,M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,30.0,4.0,1,0,0,0,,2,Yes
548,5088503,M,Y,Y,0,72000.0,Working,Higher education,Married,House / apartment,60.0,2.0,1,0,0,0,Security staff,2,Yes
549,5126142,M,Y,N,2,202500.0,Working,Secondary / secondary special,Married,House / apartment,44.0,10.0,1,0,0,0,Laborers,4,Yes
550,5067020,F,Y,Y,1,247500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,47.0,3.0,1,0,0,1,Laborers,3,Yes
551,5061076,M,Y,N,0,157500.0,State servant,Secondary / secondary special,Married,House / apartment,41.0,9.0,1,1,0,0,,2,Yes
552,5126527,F,N,N,0,225000.0,State servant,Secondary / secondary special,Married,With parents,34.0,1.0,1,0,1,0,Medicine staff,2,Yes
553,5078931,M,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,43.0,1.0,1,0,1,0,Laborers,1,Yes
554,5125471,M,Y,Y,1,450000.0,Commercial associate,Higher education,Married,House / apartment,48.0,5.0,1,0,0,0,,3,Yes
555,5025207,M,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,27.0,0.0,1,0,0,0,Drivers,3,Yes
556,5042097,F,N,N,1,108000.0,Working,Secondary / secondary special,Separated,House / apartment,39.0,11.0,1,0,1,0,,2,Yes
557,5067653,F,N,Y,0,787500.0,State servant,Higher education,Married,House / apartment,47.0,4.0,1,0,0,1,Managers,2,Yes
558,5089137,F,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,39.0,15.0,1,0,1,0,,2,Yes
559,5065601,M,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,57.0,3.0,1,0,1,0,Laborers,2,Yes
560,5112833,F,N,Y,1,90000.0,Working,Secondary / secondary special,Separated,With parents,36.0,3.0,1,0,1,1,Sales staff,2,Yes
561,5024636,F,N,Y,0,,Working,Secondary / secondary special,Married,House / apartment,55.0,3.0,1,0,0,0,,2,Yes
562,5050549,M,N,N,2,225000.0,Working,Higher education,Civil marriage,House / apartment,46.0,8.0,1,1,0,0,Laborers,4,Yes
563,5065763,F,N,Y,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,40.0,2.0,1,0,0,0,,1,Yes
